방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
대만,서울특별시,쇼핑업,대형쇼핑몰,45.6,36.8
대만,서울특별시,쇼핑업,레저용품쇼핑,45.6,4.9
대만,서울특별시,쇼핑업,기타관광쇼핑,45.6,49.6
대만,서울특별시,쇼핑업,면세점,45.6,8.7
대만,서울특별시,숙박업,호텔,6.7,84.4
대만,서울특별시,숙박업,캠핑장/펜션,6.7,0.1
대만,서울특별시,숙박업,기타숙박,6.7,15.5
대만,서울특별시,숙박업,콘도,6.7,0.0
대만,서울특별시,식음료업,일반외식업,8.3,72.7
대만,서울특별시,식음료업,제과음료업,8.3,27.3
대만,서울특별시,여가서비스업,골프장,0.5,1.0
대만,서울특별시,여가서비스업,기타레저,0.5,24.3
대만,서울특별시,여가서비스업,문화서비스,0.5,74.4
대만,서울특별시,여가서비스업,관광유원시설,0.5,0.4
대만,서울특별시,여행업,여행업,0.0,100.0
대만,서울특별시,운송업,육상운송,1.7,95.8
대만,서울특별시,운송업,항공운송,1.7,4.0
대만,서울특별시,운송업,렌터카,1.7,0.1
대만,서울특별시,운송업,수상운송,1.7,0.0
대만,서울특별시,의료웰니스업,의료관광,37.2,59.3
대만,서울특별시,의료웰니스업,뷰티,37.2,40.7
