방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
일본,서울특별시,쇼핑업,기타관광쇼핑,39.0,42.4
일본,서울특별시,쇼핑업,레저용품쇼핑,39.0,4.3
일본,서울특별시,쇼핑업,대형쇼핑몰,39.0,42.9
일본,서울특별시,쇼핑업,면세점,39.0,10.4
일본,서울특별시,숙박업,기타숙박,19.8,18.7
일본,서울특별시,숙박업,호텔,19.8,80.7
일본,서울특별시,숙박업,콘도,19.8,0.2
일본,서울특별시,숙박업,캠핑장/펜션,19.8,0.4
일본,서울특별시,식음료업,제과음료업,15.9,20.0
일본,서울특별시,식음료업,일반외식업,15.9,80.0
일본,서울특별시,여가서비스업,문화서비스,0.8,46.7
일본,서울특별시,여가서비스업,기타레저,0.8,50.6
일본,서울특별시,여가서비스업,골프장,0.8,2.4
일본,서울특별시,여가서비스업,관광유원시설,0.8,0.3
일본,서울특별시,여행업,여행업,0.1,100.0
일본,서울특별시,운송업,육상운송,3.8,89.9
일본,서울특별시,운송업,항공운송,3.8,9.5
일본,서울특별시,운송업,렌터카,3.8,0.5
일본,서울특별시,운송업,수상운송,3.8,0.1
일본,서울특별시,의료웰니스업,뷰티,20.7,27.8
일본,서울특별시,의료웰니스업,의료관광,20.7,72.2
